,Country,Slope,Intercept,Label
167,Belize,0.44794832826747727,1.3377659574468073,0
168,Laos,0.32319611470860304,7.647548566142463,0
169,Libya,1.662696577243293,-1.9472710453283923,0
170,West Bank and Gaza,6.87654733326375,-29.712820512820485,0
171,Guinea-Bissau,9.985938945420903,-117.01739130434775,0
172,Mali,16.11039161270428,-129.63768115942014,0
173,Saint Kitts and Nevis,0.2727721245760098,5.437681159420292,0
174,Kosovo,22.451778656126486,-43.85757575757583,0
175,Burma,4.680197322057786,-15.895348837209283,0
176,MS Zaandam,0.08245243128964055,6.5348837209302335,0
177,Botswana,0.5855400696864113,3.5817073170731692,0
178,Burundi,0.3859287054409006,-0.011538461538461497,0
179,Sierra Leone,6.415478424015009,-57.8423076923077,0
180,Malawi,1.2947806105700843,-1.3271692745376953,0
181,South Sudan,2.4747899159663866,-21.774789915966387,0
182,Western Sahara,0.05490196078431371,4.6117647058823525,0
183,Sao Tome and Principe,4.365164247517188,-42.860962566844904,0
184,Yemen,0.9156840934371522,-7.193103448275858,0
185,Comoros,1.0848484848484852,-1.0666666666666682,0
186,Tajikistan,70.6848484848485,-115.66666666666674,0
